0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
8,20,20,8,19,16,52,13.67,2600,15.55,419.89
11,20,4,16,19,11,25,14.1,1250,16.81,534.49
11,20,4,16,19,11,22,14.24,1100,17.22,528.01
11,20,4,16,19,11,17,14.64,850,17.34,544.1
8,20,20,8,5,8,11,14.94,550,18.84,877.74
8,20,20,8,5,8,6,15.9,300,18.69,670.31
20,16,2,4,20,20,2,18.22,100,21.45,7106.89
