0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,2,9,1,20,6,46,25.46,2300,34.54,38410.96
20,1,20,1,20,20,32,27.13,1600,36.97,49400.54
12,2,20,20,11,20,27,30.39,1350,40.63,80501.67
12,2,9,1,12,6,11,31.39,550,39.63,51924.69
20,2,9,20,11,20,3,39.98,150,50.85,130078.76
