0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,1,14,18,20,6,38,15.1,1900,15.61,409.4
5,1,20,20,20,8,24,15.49,1200,16.04,407.95
20,1,14,20,20,8,14,16.54,700,16.14,454.65
20,1,14,18,20,20,9,17.71,450,17.27,496.16
20,1,14,20,20,6,5,18.39,250,18.49,644.94
20,1,14,18,20,6,2,20.7,100,20.16,911.0
