0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
10,16,8,1,9,2,52,14.93,2600,16.44,457.79
10,16,8,1,9,2,29,15.22,1450,16.02,417.58
10,16,8,1,9,2,20,15.79,1000,16.07,386.81
20,12,20,11,12,14,18,16.24,900,17.08,463.02
3,16,8,1,20,3,14,16.63,700,15.71,398.46
3,16,8,1,9,16,11,16.85,550,16.31,418.83
19,3,10,5,2,18,7,17.33,350,17.75,592.47
19,3,10,5,2,18,5,18.57,250,18.2,595.4
19,3,10,5,2,18,2,20.27,100,19.31,860.19
