0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,1,14,6,20,8,52,27.11,2600,39.06,27898.6
20,1,14,6,20,20,40,27.4,2000,39.0,33750.04
20,1,14,6,20,8,24,28.25,1200,39.92,25780.98
20,1,14,6,20,8,14,30.02,700,41.14,39262.52
20,1,8,6,2,20,5,34.26,250,45.85,89258.08
20,1,8,6,2,20,2,37.43,100,50.36,171219.58
