0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
18,1,17,3,19,16,69,13.85,3450,15.57,381.75
18,1,17,3,19,6,38,13.93,1900,16.22,559.5
20,2,13,6,15,14,21,14.28,1050,16.32,554.94
20,12,20,8,20,1,16,14.32,800,16.66,443.97
20,8,2,3,19,6,12,14.96,600,17.26,608.42
20,12,20,8,20,20,11,15.4,550,18.37,640.3
20,20,20,8,9,11,6,16.28,300,19.49,735.14
20,12,20,8,9,11,6,16.28,300,18.91,912.58
20,20,9,20,20,6,1,19.28,50,21.48,1223.98
