0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,1,20,1,20,2,25,24.73,1250,34.51,37914.41
7,1,20,1,20,20,20,27.41,1000,37.19,54232.9
20,1,9,1,20,4,11,30.81,550,40.23,60708.76
7,1,20,1,20,2,4,33.27,200,42.95,50889.81
