0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
2,20,20,20,20,20,48,27.57,2400,35.9,42129.87
2,20,20,20,20,13,35,28.18,1750,38.44,73787.47
2,20,20,20,5,1,19,29.76,950,40.33,3004730.11
2,20,20,20,5,20,10,34.17,500,45.31,83843.58
20,20,12,20,5,13,3,39.44,150,49.98,107843.72
