0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,1,13,19,20,2,46,28.55,2300,39.98,25452.77
20,1,13,19,20,20,42,29.33,2100,41.66,51906.92
20,1,13,20,11,2,29,30.0,1450,43.01,55233.62
20,1,13,19,20,2,25,30.34,1250,41.85,48461.71
3,1,13,18,20,8,16,31.47,800,43.91,109296.49
20,1,13,19,20,20,11,34.73,550,47.0,92876.97
3,1,13,20,11,4,5,36.76,250,49.41,129918.12
20,1,13,20,20,20,4,38.35,200,53.22,436589.3
