idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,18,9,20,3,14,11,12,34.61,600.0,,0
1,17,7,4,20,9,10,26,31.0,1300.0,,0
2,3,7,9,15,16,6,3,40.22,150.0,,0
3,16,5,13,16,10,15,42,30.64,2100.0,,0
4,4,2,19,7,12,16,25,34.7,1250.0,,0
5,20,10,12,13,17,13,38,32.49,1900.0,,0
6,19,3,16,9,2,1,19,58.22,950.0,,0
7,13,3,17,14,16,10,53,31.62,2650.0,,0
8,14,20,16,9,20,16,62,31.13,3100.0,,0
9,1,18,4,9,19,12,25,37.97,1250.0,,0
10,9,17,15,11,17,9,53,31.93,2650.0,,0
11,17,19,17,1,12,8,78,31.88,3900.0,,0
12,12,14,9,15,4,7,38,197.61,1900.0,,0
13,5,16,2,6,14,20,51,39.72,2550.0,,0
14,13,16,8,5,20,7,67,32.92,3350.0,,0
15,4,15,8,3,20,15,58,34.62,2900.0,,0
16,19,16,12,11,1,9,63,1256.47,3150.0,,0
17,1,7,6,1,11,18,80,1013.03,4000.0,,0
18,7,14,18,18,4,7,73,1328.44,3650.0,,0
19,14,10,12,19,4,3,65,2985.89,3250.0,,0
0,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68410.5,1.0
1,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68410.5,1.0
2,17.0,7.0,4.0,20.0,9.0,10.0,26.0,31.0,1300.0,68410.5,1.0
3,16.0,5.0,13.0,16.0,10.0,15.0,42.0,30.64,2100.0,68410.5,1.0
4,3.0,20.0,20.0,20.0,16.0,6.0,3.0,40.03,150.0,68410.5,1.0
5,19.0,3.0,16.0,9.0,20.0,10.0,48.0,29.97,2400.0,68410.5,1.0
6,4.0,20.0,19.0,5.0,20.0,20.0,25.0,32.71,1250.0,68410.5,1.0
7,18.0,9.0,20.0,20.0,14.0,20.0,12.0,36.29,600.0,68410.5,1.0
8,3.0,7.0,9.0,15.0,16.0,6.0,35.0,31.75,1750.0,68410.5,1.0
9,3.0,7.0,9.0,15.0,16.0,6.0,3.0,40.22,150.0,68410.5,1.0
10,13.0,3.0,17.0,14.0,16.0,10.0,53.0,31.62,2650.0,68410.5,1.0
11,20.0,20.0,16.0,9.0,20.0,17.0,62.0,30.91,3100.0,68410.5,1.0
12,16.0,20.0,13.0,16.0,20.0,13.0,67.0,30.42,3350.0,68410.5,1.0
13,4.0,2.0,19.0,7.0,12.0,16.0,25.0,34.7,1250.0,68410.5,1.0
14,19.0,3.0,20.0,9.0,2.0,1.0,19.0,47.96,950.0,68410.5,1.0
15,14.0,20.0,16.0,9.0,20.0,16.0,62.0,31.13,3100.0,68410.5,1.0
16,20.0,10.0,12.0,13.0,17.0,13.0,38.0,32.49,1900.0,68410.5,1.0
17,1.0,18.0,4.0,9.0,19.0,12.0,25.0,37.97,1250.0,68410.5,1.0
18,17.0,7.0,20.0,20.0,9.0,20.0,51.0,31.84,2550.0,68410.5,1.0
19,1.0,18.0,4.0,9.0,19.0,12.0,25.0,37.97,1250.0,68410.5,1.0
0,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68703.0,2.0
1,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68703.0,2.0
2,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68703.0,2.0
3,17.0,7.0,4.0,20.0,9.0,10.0,26.0,31.0,1300.0,68703.0,2.0
4,17.0,7.0,4.0,20.0,9.0,10.0,26.0,31.0,1300.0,68703.0,2.0
5,3.0,20.0,20.0,20.0,16.0,6.0,3.0,40.03,150.0,68703.0,2.0
6,3.0,20.0,20.0,20.0,16.0,6.0,3.0,40.03,150.0,68703.0,2.0
7,20.0,7.0,4.0,20.0,20.0,17.0,25.0,32.55,1250.0,68703.0,2.0
8,13.0,3.0,17.0,14.0,16.0,10.0,35.0,30.47,1750.0,68703.0,2.0
9,19.0,3.0,20.0,20.0,20.0,20.0,48.0,29.94,2400.0,68703.0,2.0
10,18.0,9.0,20.0,20.0,14.0,20.0,12.0,36.29,600.0,68703.0,2.0
11,13.0,20.0,17.0,5.0,20.0,20.0,3.0,40.11,150.0,68703.0,2.0
12,4.0,20.0,19.0,5.0,20.0,20.0,25.0,32.71,1250.0,68703.0,2.0
13,16.0,5.0,13.0,16.0,10.0,15.0,42.0,30.64,2100.0,68703.0,2.0
14,3.0,7.0,9.0,15.0,16.0,6.0,35.0,31.75,1750.0,68703.0,2.0
15,16.0,20.0,13.0,16.0,20.0,13.0,38.0,31.29,1900.0,68703.0,2.0
16,19.0,3.0,16.0,9.0,20.0,10.0,48.0,29.97,2400.0,68703.0,2.0
17,3.0,7.0,9.0,15.0,16.0,6.0,3.0,40.22,150.0,68703.0,2.0
18,19.0,3.0,20.0,9.0,20.0,20.0,51.0,29.97,2550.0,68703.0,2.0
19,20.0,9.0,20.0,12.0,14.0,11.0,12.0,36.3,600.0,68703.0,2.0
0,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68762.5,3.0
1,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68762.5,3.0
2,18.0,9.0,20.0,3.0,14.0,11.0,12.0,34.61,600.0,68762.5,3.0
3,17.0,7.0,4.0,20.0,9.0,10.0,26.0,31.0,1300.0,68762.5,3.0
4,17.0,7.0,4.0,20.0,9.0,10.0,26.0,31.0,1300.0,68762.5,3.0
5,20.0,7.0,4.0,20.0,20.0,17.0,25.0,32.55,1250.0,68762.5,3.0
6,13.0,3.0,17.0,14.0,16.0,10.0,35.0,30.47,1750.0,68762.5,3.0
7,19.0,3.0,20.0,20.0,20.0,20.0,48.0,29.94,2400.0,68762.5,3.0
8,19.0,3.0,20.0,20.0,20.0,20.0,51.0,29.93,2550.0,68762.5,3.0
9,3.0,7.0,20.0,20.0,16.0,6.0,3.0,39.93,150.0,68762.5,3.0
10,19.0,3.0,16.0,9.0,20.0,10.0,48.0,29.97,2400.0,68762.5,3.0
11,3.0,20.0,20.0,20.0,16.0,6.0,3.0,40.03,150.0,68762.5,3.0
