0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
6,1,9,4,19,8,38,27.24,1900,39.41,34143.86
6,1,9,4,8,12,17,28.81,850,40.67,254023.91
6,1,9,4,20,20,11,31.89,550,44.6,105436.49
6,1,9,4,8,12,6,33.62,300,45.38,161555.52
6,1,9,4,11,12,2,38.62,100,51.25,136794.94
