0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
5,8,13,20,20,7,37,13.73,1850,16.72,497.5
5,8,13,20,20,13,22,14.2,1100,17.28,506.73
3,10,17,14,6,20,20,14.58,1000,18.06,615.28
5,8,13,20,20,13,13,14.62,650,17.12,472.44
5,8,20,1,6,5,11,15.01,550,17.56,545.02
20,4,20,1,20,20,9,15.5,450,18.48,709.31
5,8,13,20,20,13,1,19.42,50,22.55,1377.68
