idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,8,7,16,18,18,16,51,15.25,2550.0,,0
1,20,13,14,13,19,15,18,16.81,900.0,,0
2,12,4,2,5,16,7,34,16.69,1700.0,,0
3,18,19,14,19,8,11,4,20.96,200.0,,0
4,4,7,19,9,10,4,9,18.37,450.0,,0
5,16,16,3,12,3,14,20,16.75,1000.0,,0
6,20,2,13,19,11,18,36,15.57,1800.0,,0
7,14,9,17,10,18,11,2,22.36,100.0,,0
8,8,19,18,5,12,20,61,15.51,3050.0,,0
9,13,13,15,17,13,20,72,15.49,3600.0,,0
10,9,5,2,11,11,12,18,17.65,900.0,,0
11,5,8,5,17,13,1,9,18.49,450.0,,0
12,14,10,14,17,13,19,45,15.65,2250.0,,0
13,4,20,17,9,14,8,39,16.12,1950.0,,0
14,17,8,2,10,1,3,14,19.41,700.0,,0
15,19,3,20,1,16,9,71,15.65,3550.0,,0
16,6,19,2,10,1,9,61,1280.99,3050.0,,0
17,9,20,6,11,18,19,73,15.67,3650.0,,0
18,1,10,14,14,4,2,78,2512.42,3900.0,,0
19,20,18,2,7,14,10,79,354.2,3950.0,,0
0,8.0,7.0,16.0,18.0,18.0,16.0,51.0,15.25,2550.0,131394.0,1.0
1,20.0,13.0,14.0,13.0,19.0,15.0,18.0,16.81,900.0,131394.0,1.0
2,18.0,19.0,14.0,19.0,8.0,11.0,4.0,20.96,200.0,131394.0,1.0
3,16.0,16.0,3.0,12.0,3.0,14.0,20.0,16.75,1000.0,131394.0,1.0
4,20.0,2.0,13.0,19.0,11.0,18.0,36.0,15.57,1800.0,131394.0,1.0
5,4.0,7.0,17.0,10.0,18.0,11.0,2.0,22.29,100.0,131394.0,1.0
6,14.0,9.0,19.0,9.0,10.0,4.0,9.0,17.0,450.0,131394.0,1.0
7,20.0,4.0,13.0,19.0,20.0,20.0,24.0,16.11,1200.0,131394.0,1.0
8,13.0,13.0,15.0,17.0,13.0,20.0,72.0,15.49,3600.0,131394.0,1.0
9,13.0,13.0,15.0,17.0,13.0,20.0,72.0,15.49,3600.0,131394.0,1.0
10,14.0,9.0,17.0,10.0,18.0,11.0,2.0,22.36,100.0,131394.0,1.0
11,14.0,9.0,17.0,10.0,18.0,11.0,2.0,22.36,100.0,131394.0,1.0
12,4.0,7.0,19.0,9.0,10.0,4.0,9.0,18.37,450.0,131394.0,1.0
13,8.0,7.0,16.0,11.0,11.0,12.0,18.0,16.96,900.0,131394.0,1.0
14,14.0,10.0,14.0,17.0,13.0,19.0,45.0,15.65,2250.0,131394.0,1.0
15,20.0,4.0,2.0,5.0,20.0,6.0,34.0,16.64,1700.0,131394.0,1.0
16,17.0,8.0,2.0,20.0,20.0,3.0,14.0,17.65,700.0,131394.0,1.0
17,8.0,19.0,18.0,5.0,12.0,20.0,61.0,15.51,3050.0,131394.0,1.0
