idx,params_1,params_2,params_3,params_4,params_5,fitness_1,gen
18,8.0,3.0,2.0,5.0,5.0,15.0999,2.0
19,10.0,6.0,1.0,20.0,13.0,16.1287,2.0
0,8.0,15.0,9.0,9.0,2.0,12.6147,3.0
1,10.0,18.0,8.0,7.0,2.0,12.8974,3.0
2,10.0,18.0,8.0,7.0,3.0,12.7072,3.0
3,10.0,7.0,9.0,5.0,10.0,12.8406,3.0
4,8.0,1.0,10.0,20.0,18.0,12.8199,3.0
5,8.0,8.0,9.0,9.0,2.0,12.7336,3.0
6,10.0,15.0,9.0,20.0,3.0,12.7053,3.0
7,8.0,15.0,9.0,9.0,2.0,12.6147,3.0
8,8.0,8.0,9.0,9.0,2.0,12.7336,3.0
9,10.0,18.0,8.0,7.0,2.0,12.8974,3.0
10,10.0,18.0,8.0,7.0,3.0,12.7072,3.0
11,7.0,11.0,10.0,7.0,12.0,12.9969,3.0
12,6.0,17.0,8.0,4.0,10.0,13.425,3.0
13,6.0,7.0,10.0,18.0,1.0,13.004,3.0
14,8.0,1.0,10.0,2.0,18.0,12.7117,3.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,3.0
16,8.0,3.0,9.0,20.0,13.0,13.2766,3.0
17,8.0,3.0,2.0,5.0,1.0,15.1581,3.0
18,8.0,3.0,2.0,5.0,5.0,15.0999,3.0
19,10.0,6.0,1.0,20.0,6.0,15.9323,3.0
0,8.0,15.0,9.0,9.0,2.0,12.6147,4.0
1,8.0,15.0,9.0,9.0,2.0,12.6147,4.0
2,10.0,9.0,10.0,13.0,3.0,12.6729,4.0
3,10.0,15.0,9.0,20.0,6.0,12.6304,4.0
4,10.0,18.0,8.0,7.0,3.0,12.7072,4.0
5,10.0,18.0,8.0,7.0,3.0,12.7072,4.0
6,10.0,15.0,9.0,20.0,3.0,12.7053,4.0
7,8.0,15.0,9.0,9.0,2.0,12.6147,4.0
8,8.0,8.0,9.0,9.0,2.0,12.7336,4.0
9,8.0,2.0,10.0,9.0,2.0,12.7034,4.0
10,10.0,7.0,9.0,5.0,2.0,12.6516,4.0
11,7.0,11.0,10.0,7.0,12.0,12.9969,4.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,4.0
13,6.0,7.0,10.0,18.0,1.0,13.004,4.0
14,8.0,1.0,10.0,2.0,18.0,12.7117,4.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,4.0
16,8.0,3.0,9.0,20.0,13.0,13.2766,4.0
17,8.0,12.0,8.0,4.0,5.0,13.0384,4.0
18,8.0,3.0,2.0,5.0,5.0,15.0999,4.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,4.0
0,8.0,15.0,9.0,9.0,2.0,12.6147,5.0
1,8.0,15.0,9.0,9.0,2.0,12.6147,5.0
2,10.0,9.0,10.0,13.0,3.0,12.6729,5.0
3,10.0,15.0,9.0,20.0,6.0,12.6304,5.0
4,10.0,12.0,10.0,7.0,12.0,12.6739,5.0
5,10.0,15.0,9.0,20.0,6.0,12.6304,5.0
6,10.0,15.0,9.0,20.0,3.0,12.7053,5.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,5.0
8,8.0,8.0,9.0,9.0,2.0,12.7336,5.0
9,10.0,15.0,10.0,10.0,10.0,12.5775,5.0
10,10.0,7.0,9.0,5.0,2.0,12.6516,5.0
11,10.0,18.0,8.0,7.0,13.0,12.6445,5.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,5.0
13,9.0,8.0,9.0,9.0,3.0,12.6758,5.0
14,8.0,1.0,10.0,2.0,18.0,12.7117,5.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,5.0
16,8.0,12.0,9.0,20.0,12.0,13.2632,5.0
17,8.0,3.0,8.0,4.0,5.0,12.8937,5.0
18,8.0,3.0,2.0,5.0,5.0,15.0999,5.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,5.0
0,8.0,15.0,9.0,9.0,2.0,12.6147,6.0
1,10.0,15.0,10.0,5.0,2.0,12.5589,6.0
2,8.0,15.0,9.0,9.0,2.0,12.6147,6.0
3,10.0,15.0,9.0,20.0,6.0,12.6304,6.0
4,10.0,12.0,10.0,7.0,12.0,12.6739,6.0
5,10.0,15.0,9.0,20.0,6.0,12.6304,6.0
6,10.0,15.0,9.0,20.0,3.0,12.7053,6.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,6.0
8,10.0,7.0,9.0,5.0,2.0,12.6516,6.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,6.0
10,10.0,7.0,9.0,5.0,2.0,12.6516,6.0
11,10.0,18.0,8.0,7.0,13.0,12.6445,6.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,6.0
13,9.0,8.0,9.0,9.0,3.0,12.6758,6.0
14,8.0,1.0,10.0,2.0,18.0,12.7117,6.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,6.0
16,8.0,3.0,10.0,4.0,14.0,12.823,6.0
17,8.0,3.0,8.0,4.0,5.0,12.8937,6.0
18,8.0,3.0,2.0,5.0,5.0,15.0999,6.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,6.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,7.0
1,10.0,15.0,10.0,5.0,2.0,12.5589,7.0
2,8.0,15.0,9.0,9.0,2.0,12.6147,7.0
3,10.0,15.0,9.0,20.0,6.0,12.6304,7.0
4,10.0,12.0,10.0,7.0,12.0,12.6739,7.0
5,10.0,15.0,9.0,20.0,6.0,12.6304,7.0
6,10.0,15.0,9.0,20.0,6.0,12.6304,7.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,7.0
8,10.0,18.0,10.0,7.0,12.0,12.6384,7.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,7.0
10,10.0,7.0,9.0,5.0,2.0,12.6516,7.0
11,10.0,18.0,8.0,7.0,13.0,12.6445,7.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,7.0
13,9.0,8.0,9.0,9.0,3.0,12.6758,7.0
14,8.0,1.0,10.0,2.0,18.0,12.7117,7.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,7.0
16,8.0,3.0,10.0,4.0,14.0,12.823,7.0
17,8.0,3.0,8.0,4.0,5.0,12.8937,7.0
18,8.0,3.0,2.0,5.0,5.0,15.0999,7.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,7.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,8.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,8.0
2,8.0,15.0,9.0,9.0,2.0,12.6147,8.0
3,10.0,15.0,10.0,5.0,2.0,12.5589,8.0
4,10.0,12.0,10.0,7.0,12.0,12.6739,8.0
5,10.0,15.0,9.0,20.0,6.0,12.6304,8.0
6,10.0,15.0,9.0,20.0,6.0,12.6304,8.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,8.0
8,10.0,18.0,10.0,7.0,12.0,12.6384,8.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,8.0
10,10.0,7.0,9.0,5.0,2.0,12.6516,8.0
11,10.0,18.0,8.0,7.0,13.0,12.6445,8.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,8.0
13,10.0,3.0,9.0,5.0,2.0,12.6385,8.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,8.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,8.0
16,8.0,3.0,10.0,4.0,14.0,12.823,8.0
17,8.0,3.0,10.0,4.0,14.0,12.823,8.0
18,10.0,6.0,1.0,5.0,1.0,14.9926,8.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,8.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,9.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,9.0
2,10.0,15.0,10.0,5.0,2.0,12.5589,9.0
3,10.0,16.0,9.0,2.0,1.0,12.5528,9.0
4,10.0,12.0,10.0,7.0,12.0,12.6739,9.0
5,10.0,15.0,9.0,20.0,6.0,12.6304,9.0
6,10.0,9.0,10.0,13.0,2.0,12.5732,9.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,9.0
8,10.0,18.0,10.0,7.0,12.0,12.6384,9.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,9.0
10,10.0,7.0,9.0,5.0,2.0,12.6516,9.0
11,10.0,18.0,10.0,7.0,12.0,12.6384,9.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,9.0
13,10.0,3.0,9.0,5.0,2.0,12.6385,9.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,9.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,9.0
16,8.0,3.0,10.0,4.0,14.0,12.823,9.0
17,8.0,3.0,10.0,4.0,14.0,12.823,9.0
18,10.0,6.0,9.0,5.0,1.0,12.7577,9.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,9.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,10.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,10.0
2,10.0,15.0,10.0,5.0,2.0,12.5589,10.0
3,10.0,16.0,9.0,2.0,1.0,12.5528,10.0
4,10.0,15.0,10.0,5.0,2.0,12.5589,10.0
5,10.0,15.0,10.0,5.0,2.0,12.5589,10.0
6,10.0,9.0,10.0,13.0,2.0,12.5732,10.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,10.0
8,10.0,15.0,9.0,20.0,6.0,12.6304,10.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,10.0
10,10.0,18.0,10.0,7.0,12.0,12.6384,10.0
11,10.0,18.0,10.0,7.0,12.0,12.6384,10.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,10.0
13,10.0,18.0,10.0,7.0,12.0,12.6384,10.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,10.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,10.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,10.0
17,8.0,3.0,9.0,5.0,1.0,12.8229,10.0
18,10.0,6.0,9.0,5.0,1.0,12.7577,10.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,10.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,11.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,11.0
2,10.0,15.0,10.0,5.0,2.0,12.5589,11.0
3,10.0,16.0,9.0,2.0,1.0,12.5528,11.0
4,10.0,15.0,10.0,5.0,2.0,12.5589,11.0
5,10.0,15.0,10.0,5.0,2.0,12.5589,11.0
6,10.0,15.0,10.0,5.0,2.0,12.5589,11.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,11.0
8,10.0,15.0,9.0,20.0,6.0,12.6304,11.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,11.0
10,10.0,15.0,9.0,20.0,6.0,12.6304,11.0
11,9.0,8.0,10.0,2.0,18.0,12.6373,11.0
12,10.0,18.0,10.0,7.0,12.0,12.6384,11.0
13,10.0,18.0,10.0,7.0,12.0,12.6384,11.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,11.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,11.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,11.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,11.0
18,10.0,6.0,9.0,5.0,1.0,12.7577,11.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,11.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,12.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,12.0
2,10.0,16.0,9.0,2.0,1.0,12.5528,12.0
3,10.0,16.0,9.0,2.0,1.0,12.5528,12.0
4,10.0,15.0,10.0,5.0,2.0,12.5589,12.0
5,10.0,15.0,10.0,5.0,2.0,12.5589,12.0
6,10.0,15.0,10.0,5.0,2.0,12.5589,12.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,12.0
8,10.0,15.0,9.0,20.0,6.0,12.6304,12.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,12.0
10,10.0,15.0,9.0,20.0,6.0,12.6304,12.0
11,9.0,8.0,10.0,2.0,18.0,12.6373,12.0
12,9.0,8.0,10.0,2.0,18.0,12.6373,12.0
13,10.0,18.0,10.0,7.0,12.0,12.6384,12.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,12.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,12.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,12.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,12.0
18,10.0,6.0,9.0,5.0,1.0,12.7577,12.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,12.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,13.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,13.0
2,10.0,16.0,9.0,2.0,1.0,12.5528,13.0
3,10.0,16.0,9.0,2.0,1.0,12.5528,13.0
4,10.0,15.0,10.0,5.0,2.0,12.5589,13.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,13.0
6,10.0,15.0,10.0,5.0,2.0,12.5589,13.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,13.0
8,10.0,15.0,9.0,20.0,6.0,12.6304,13.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,13.0
10,10.0,15.0,9.0,20.0,6.0,12.6304,13.0
11,10.0,15.0,9.0,20.0,6.0,12.6304,13.0
12,9.0,8.0,10.0,2.0,18.0,12.6373,13.0
13,9.0,8.0,10.0,2.0,18.0,12.6373,13.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,13.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,13.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,13.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,13.0
18,10.0,6.0,9.0,5.0,1.0,12.7577,13.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,13.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,14.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,14.0
2,10.0,7.0,10.0,20.0,2.0,12.5214,14.0
3,10.0,16.0,9.0,2.0,1.0,12.5528,14.0
4,10.0,16.0,9.0,2.0,1.0,12.5528,14.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,14.0
6,10.0,15.0,10.0,5.0,2.0,12.5589,14.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,14.0
8,10.0,15.0,9.0,20.0,6.0,12.6304,14.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,14.0
10,10.0,15.0,9.0,20.0,6.0,12.6304,14.0
11,10.0,15.0,9.0,20.0,6.0,12.6304,14.0
12,9.0,8.0,10.0,2.0,18.0,12.6373,14.0
13,9.0,8.0,10.0,2.0,18.0,12.6373,14.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,14.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,14.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,14.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,14.0
18,10.0,6.0,9.0,5.0,1.0,12.7577,14.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,14.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,15.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,15.0
2,10.0,7.0,10.0,20.0,2.0,12.5214,15.0
3,10.0,7.0,10.0,20.0,2.0,12.5214,15.0
4,10.0,16.0,9.0,2.0,1.0,12.5528,15.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,15.0
6,10.0,16.0,9.0,5.0,2.0,12.5219,15.0
7,10.0,15.0,10.0,5.0,2.0,12.5589,15.0
8,10.0,15.0,10.0,5.0,2.0,12.5589,15.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,15.0
10,10.0,15.0,9.0,20.0,6.0,12.6304,15.0
11,10.0,15.0,9.0,20.0,6.0,12.6304,15.0
12,9.0,8.0,10.0,2.0,18.0,12.6373,15.0
13,9.0,8.0,10.0,2.0,18.0,12.6373,15.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,15.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,15.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,15.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,15.0
18,10.0,6.0,10.0,5.0,1.0,12.6042,15.0
19,10.0,6.0,1.0,5.0,1.0,14.9926,15.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,16.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,16.0
2,10.0,7.0,10.0,20.0,2.0,12.5214,16.0
3,10.0,7.0,10.0,20.0,2.0,12.5214,16.0
4,10.0,7.0,10.0,20.0,2.0,12.5214,16.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,16.0
6,10.0,16.0,9.0,5.0,2.0,12.5219,16.0
7,10.0,11.0,9.0,2.0,1.0,12.5542,16.0
8,10.0,15.0,10.0,5.0,2.0,12.5589,16.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,16.0
10,10.0,6.0,10.0,5.0,1.0,12.6042,16.0
11,10.0,9.0,10.0,13.0,6.0,12.6238,16.0
12,10.0,15.0,9.0,20.0,6.0,12.6304,16.0
13,10.0,20.0,9.0,20.0,2.0,12.6239,16.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,16.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,16.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,16.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,16.0
18,10.0,6.0,10.0,5.0,1.0,12.6042,16.0
19,10.0,6.0,10.0,4.0,14.0,12.6416,16.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,17.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,17.0
2,10.0,7.0,10.0,20.0,2.0,12.5214,17.0
3,10.0,7.0,10.0,20.0,2.0,12.5214,17.0
4,10.0,7.0,10.0,20.0,2.0,12.5214,17.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,17.0
6,10.0,16.0,9.0,5.0,2.0,12.5219,17.0
7,10.0,11.0,9.0,2.0,1.0,12.5542,17.0
8,10.0,15.0,10.0,5.0,2.0,12.5589,17.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,17.0
10,10.0,6.0,10.0,5.0,1.0,12.6042,17.0
11,10.0,9.0,10.0,13.0,6.0,12.6238,17.0
12,10.0,9.0,10.0,13.0,6.0,12.6238,17.0
13,10.0,9.0,10.0,13.0,6.0,12.6238,17.0
14,9.0,8.0,10.0,2.0,18.0,12.6373,17.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,17.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,17.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,17.0
18,10.0,6.0,10.0,5.0,1.0,12.6042,17.0
19,10.0,6.0,10.0,4.0,14.0,12.6416,17.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,18.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,18.0
2,10.0,7.0,10.0,20.0,2.0,12.5214,18.0
3,10.0,7.0,10.0,20.0,2.0,12.5214,18.0
4,10.0,7.0,10.0,20.0,2.0,12.5214,18.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,18.0
6,10.0,16.0,9.0,5.0,2.0,12.5219,18.0
7,10.0,11.0,9.0,2.0,1.0,12.5542,18.0
8,10.0,11.0,9.0,5.0,2.0,12.5162,18.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,18.0
10,10.0,11.0,10.0,5.0,1.0,12.5441,18.0
11,10.0,6.0,10.0,5.0,1.0,12.6042,18.0
12,10.0,9.0,10.0,13.0,6.0,12.6238,18.0
13,10.0,9.0,10.0,13.0,6.0,12.6238,18.0
14,10.0,9.0,10.0,13.0,6.0,12.6238,18.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,18.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,18.0
17,10.0,6.0,10.0,4.0,14.0,12.6416,18.0
18,10.0,6.0,10.0,5.0,1.0,12.6042,18.0
19,10.0,6.0,10.0,4.0,14.0,12.6416,18.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,19.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,19.0
2,10.0,7.0,10.0,20.0,2.0,12.5214,19.0
3,10.0,7.0,10.0,20.0,2.0,12.5214,19.0
4,10.0,7.0,10.0,20.0,2.0,12.5214,19.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,19.0
6,10.0,16.0,9.0,5.0,2.0,12.5219,19.0
7,10.0,16.0,9.0,5.0,2.0,12.5219,19.0
8,10.0,11.0,9.0,5.0,2.0,12.5162,19.0
9,10.0,16.0,9.0,2.0,1.0,12.5528,19.0
10,10.0,11.0,10.0,5.0,1.0,12.5441,19.0
11,10.0,6.0,10.0,5.0,1.0,12.6042,19.0
12,10.0,6.0,10.0,5.0,1.0,12.6042,19.0
13,10.0,9.0,10.0,13.0,6.0,12.6238,19.0
14,10.0,9.0,10.0,13.0,6.0,12.6238,19.0
15,10.0,9.0,10.0,13.0,6.0,12.6238,19.0
16,10.0,6.0,10.0,4.0,14.0,12.6416,19.0
17,10.0,6.0,10.0,4.0,6.0,12.556,19.0
18,10.0,6.0,10.0,5.0,1.0,12.6042,19.0
19,10.0,6.0,10.0,4.0,14.0,12.6416,19.0
0,10.0,16.0,10.0,10.0,2.0,12.4928,20.0
1,10.0,16.0,10.0,10.0,2.0,12.4928,20.0
2,10.0,11.0,9.0,5.0,2.0,12.5162,20.0
3,10.0,7.0,10.0,20.0,2.0,12.5214,20.0
4,10.0,7.0,10.0,20.0,2.0,12.5214,20.0
5,10.0,7.0,10.0,20.0,2.0,12.5214,20.0
6,10.0,7.0,10.0,20.0,2.0,12.5214,20.0
7,10.0,16.0,9.0,5.0,2.0,12.5219,20.0
8,10.0,11.0,9.0,5.0,2.0,12.5162,20.0
9,10.0,11.0,10.0,5.0,1.0,12.5441,20.0
10,10.0,11.0,10.0,5.0,1.0,12.5441,20.0
11,10.0,6.0,10.0,4.0,6.0,12.556,20.0
12,10.0,6.0,10.0,5.0,1.0,12.6042,20.0
13,10.0,4.0,10.0,5.0,4.0,12.5372,20.0
14,10.0,6.0,10.0,13.0,6.0,12.5941,20.0
15,10.0,9.0,10.0,5.0,1.0,12.5823,20.0
16,10.0,9.0,10.0,13.0,6.0,12.6238,20.0
17,10.0,6.0,10.0,4.0,6.0,12.556,20.0
18,10.0,6.0,10.0,5.0,1.0,12.6042,20.0
19,10.0,6.0,10.0,4.0,14.0,12.6416,20.0
