0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
11,20,20,20,20,8,63,15.08,3150,16.24,415.88
20,14,20,3,9,20,62,15.3,3100,16.25,429.39
20,10,18,3,9,20,38,15.44,1900,16.44,427.25
20,20,20,3,9,20,35,15.49,1750,15.85,379.75
20,10,18,3,9,20,24,15.87,1200,16.36,441.85
11,3,7,19,8,8,19,16.21,950,17.19,526.96
11,20,13,11,19,8,17,16.28,850,16.87,451.68
3,20,13,11,19,8,11,17.14,550,15.91,466.91
3,20,13,11,19,8,6,18.38,300,17.09,483.82
20,10,18,3,20,17,2,20.88,100,20.33,899.06
