0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
15,20,18,20,20,11,57,13.84,2850,17.63,628.29
20,20,18,20,7,20,42,13.93,2100,17.49,548.04
20,20,5,9,11,5,26,13.98,1300,17.61,645.95
15,10,5,9,13,20,21,14.29,1050,16.72,426.85
20,20,9,20,11,20,20,14.61,1000,17.63,931.3
20,20,5,9,7,11,13,14.77,650,19.08,772.62
20,20,18,20,7,4,11,15.2,550,17.8,604.1
20,20,5,9,13,20,5,17.04,250,20.34,1056.07
20,20,18,20,20,5,4,17.16,200,21.16,1239.66
