0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,2,20,1,20,3,27,26.45,1350,38.45,21143.68
20,2,20,1,20,6,11,31.22,550,44.19,55387.96
20,2,20,1,12,20,3,37.71,150,50.65,149898.54
