idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,8,12,13,5,7,2,11,15.66,550.0,,0
1,16,15,13,16,19,7,52,13.9,2600.0,,0
2,16,17,7,19,5,20,9,16.35,450.0,,0
3,8,1,10,11,8,9,5,17.19,250.0,,0
4,14,9,13,10,14,6,51,14.05,2550.0,,0
5,19,3,10,4,2,3,14,14.98,700.0,,0
6,17,17,12,5,17,16,20,14.88,1000.0,,0
7,20,13,4,2,11,8,12,15.72,600.0,,0
8,5,14,19,15,14,14,11,16.2,550.0,,0
9,19,15,10,18,12,14,18,15.22,900.0,,0
10,4,6,1,7,6,10,15,15.99,750.0,,0
11,1,13,11,6,19,14,30,16.26,1500.0,,0
12,6,20,4,18,11,12,64,16.27,3200.0,,0
13,10,17,3,17,18,8,45,16.71,2250.0,,0
14,5,8,17,7,13,1,59,18.98,2950.0,,0
15,20,3,7,1,5,11,50,72.26,2500.0,,0
16,16,13,4,9,4,3,50,112.94,2500.0,,0
17,3,16,8,1,9,17,53,196.2,2650.0,,0
18,18,2,16,7,5,19,59,146.6,2950.0,,0
19,17,20,7,10,5,12,68,563.38,3400.0,,0
0,8.0,12.0,13.0,5.0,7.0,2.0,11.0,15.66,550.0,136976.5,1.0
1,16.0,15.0,13.0,16.0,19.0,7.0,52.0,13.9,2600.0,136976.5,1.0
2,16.0,17.0,7.0,19.0,5.0,20.0,9.0,16.35,450.0,136976.5,1.0
3,8.0,1.0,10.0,11.0,8.0,9.0,5.0,17.19,250.0,136976.5,1.0
4,14.0,9.0,13.0,10.0,14.0,6.0,51.0,14.05,2550.0,136976.5,1.0
5,19.0,3.0,10.0,4.0,2.0,3.0,14.0,14.98,700.0,136976.5,1.0
6,19.0,3.0,10.0,4.0,2.0,3.0,14.0,14.98,700.0,136976.5,1.0
7,17.0,17.0,12.0,5.0,17.0,16.0,20.0,14.88,1000.0,136976.5,1.0
8,20.0,10.0,12.0,5.0,17.0,16.0,2.0,19.96,100.0,136976.5,1.0
9,20.0,6.0,20.0,11.0,8.0,9.0,7.0,16.44,350.0,136976.5,1.0
10,20.0,8.0,17.0,7.0,13.0,20.0,50.0,14.12,2500.0,136976.5,1.0
11,5.0,20.0,20.0,20.0,4.0,20.0,2.0,20.88,100.0,136976.5,1.0
12,20.0,20.0,20.0,10.0,14.0,6.0,51.0,14.53,2550.0,136976.5,1.0
13,16.0,15.0,13.0,20.0,19.0,7.0,20.0,14.92,1000.0,136976.5,1.0
14,5.0,14.0,19.0,15.0,14.0,14.0,11.0,16.2,550.0,136976.5,1.0
15,5.0,14.0,19.0,15.0,14.0,14.0,11.0,16.2,550.0,136976.5,1.0
16,20.0,1.0,20.0,20.0,6.0,14.0,15.0,15.09,750.0,136976.5,1.0
17,20.0,13.0,4.0,2.0,11.0,8.0,14.0,15.49,700.0,136976.5,1.0
18,20.0,13.0,4.0,2.0,11.0,8.0,12.0,15.72,600.0,136976.5,1.0
19,20.0,13.0,4.0,2.0,11.0,8.0,12.0,15.72,600.0,136976.5,1.0
0,8.0,12.0,13.0,5.0,7.0,2.0,11.0,15.66,550.0,137243.0,2.0
1,16.0,15.0,13.0,16.0,19.0,7.0,52.0,13.9,2600.0,137243.0,2.0
2,8.0,1.0,10.0,11.0,8.0,9.0,5.0,17.19,250.0,137243.0,2.0
3,19.0,3.0,10.0,4.0,2.0,3.0,14.0,14.98,700.0,137243.0,2.0
4,19.0,3.0,10.0,4.0,2.0,3.0,14.0,14.98,700.0,137243.0,2.0
5,20.0,10.0,12.0,5.0,17.0,16.0,2.0,19.96,100.0,137243.0,2.0
6,20.0,10.0,12.0,5.0,17.0,16.0,2.0,19.96,100.0,137243.0,2.0
7,20.0,1.0,20.0,11.0,8.0,9.0,7.0,16.0,350.0,137243.0,2.0
