0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
18,1,9,4,20,20,38,26.67,1900,35.78,33220.3
18,1,9,4,20,8,22,27.75,1100,36.72,42603.12
18,1,9,4,20,20,17,30.23,850,41.86,120727.83
18,1,9,4,20,8,11,31.46,550,40.46,79603.62
18,1,9,4,20,8,6,34.6,300,44.21,109399.58
18,1,9,4,2,18,2,40.57,100,52.6,157719.69
