0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
11,1,20,11,20,20,57,28.04,2850,39.36,24396.15
20,1,20,11,14,20,41,28.64,2050,40.71,31077.81
11,1,20,11,20,20,29,29.58,1450,41.35,41791.37
4,1,2,20,14,20,14,30.23,700,41.74,38821.39
20,1,20,11,14,9,7,34.76,350,46.35,69254.4
1,9,20,20,4,20,2,37.7,100,51.99,292982.51
