0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
2,3,13,18,20,20,30,14.81,1500,16.44,394.04
20,3,3,12,20,8,17,15.75,850,16.14,397.3
2,3,3,12,20,8,12,15.79,600,17.49,505.58
2,3,13,12,20,16,12,15.79,600,16.86,448.01
2,3,3,2,20,14,7,17.14,350,17.26,535.43
2,3,3,12,8,8,4,17.5,200,18.82,589.0
