0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,4,16,20,20,16,51,14.75,2550,15.65,393.91
8,7,16,20,20,18,42,15.25,2100,16.08,425.94
20,4,16,20,13,20,36,15.29,1800,15.97,409.71
20,4,20,20,20,20,24,15.59,1200,16.17,385.75
20,4,20,20,11,20,17,16.52,850,16.65,442.75
14,9,19,9,10,4,9,17.0,450,16.97,519.29
20,20,16,20,6,20,4,20.01,200,18.64,680.05
13,13,15,17,13,11,2,20.68,100,18.74,585.06
