0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,4,17,14,20,20,60,28.12,3000,36.11,41098.67
20,4,17,14,20,20,51,28.95,2550,38.38,61894.59
20,4,17,14,20,20,44,29.16,2200,38.27,55745.05
5,8,13,13,16,3,22,31.52,1100,40.0,114530.07
20,4,20,14,20,11,20,32.13,1000,42.31,62033.61
18,6,2,17,20,2,12,33.98,600,43.52,65948.69
18,6,2,17,7,5,11,34.96,550,45.39,95264.68
20,14,17,14,6,15,9,35.96,450,47.81,207508.27
18,6,2,17,7,20,1,41.51,50,54.22,145165.58
