0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,1,19,3,19,8,38,26.14,1900,36.89,87244.81
7,1,20,2,13,20,18,29.25,900,37.31,43436.6
7,1,20,2,14,8,13,30.37,650,39.52,90356.91
7,1,20,2,14,20,12,30.82,600,40.28,60906.88
15,1,19,3,14,11,6,35.3,300,42.98,78116.38
15,2,20,2,5,6,1,41.42,50,55.16,334534.83
