idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,16,15,13,16,19,7,52,30.57,2600.0,,0
1,16,17,7,19,5,20,9,38.32,450.0,,0
2,19,15,10,18,12,14,18,36.12,900.0,,0
3,8,1,10,11,8,9,5,39.42,250.0,,0
4,14,9,13,10,14,6,51,31.54,2550.0,,0
5,5,14,19,15,14,14,11,36.92,550.0,,0
6,19,3,10,4,2,3,14,36.74,700.0,,0
7,17,17,12,5,17,16,20,36.42,1000.0,,0
8,5,8,17,7,13,1,59,32.5,2950.0,,0
9,3,16,8,1,9,17,53,34.98,2650.0,,0
10,8,12,13,5,7,2,11,37.78,550.0,,0
11,20,13,4,2,11,8,12,37.19,600.0,,0
12,6,20,4,18,11,12,64,34.74,3200.0,,0
13,10,17,3,17,18,8,45,38.22,2250.0,,0
14,4,6,1,7,6,10,15,39.33,750.0,,0
15,1,13,11,6,19,14,30,40.28,1500.0,,0
16,18,2,16,7,5,19,59,560.29,2950.0,,0
17,20,3,7,1,5,11,50,1686.82,2500.0,,0
18,17,20,7,10,5,12,68,1258.36,3400.0,,0
19,16,13,4,9,4,3,50,2827.09,2500.0,,0
0,16.0,15.0,13.0,16.0,19.0,7.0,52.0,30.57,2600.0,66385.5,1.0
1,8.0,1.0,10.0,11.0,8.0,9.0,5.0,39.42,250.0,66385.5,1.0
2,14.0,9.0,13.0,10.0,14.0,6.0,51.0,31.54,2550.0,66385.5,1.0
3,14.0,9.0,13.0,10.0,14.0,6.0,51.0,31.54,2550.0,66385.5,1.0
4,5.0,3.0,20.0,20.0,4.0,20.0,2.0,41.57,100.0,66385.5,1.0
5,18.0,20.0,20.0,20.0,20.0,20.0,75.0,30.53,3750.0,66385.5,1.0
6,20.0,1.0,20.0,11.0,8.0,9.0,7.0,36.32,350.0,66385.5,1.0
7,20.0,2.0,16.0,7.0,5.0,20.0,15.0,33.08,750.0,66385.5,1.0
8,20.0,15.0,20.0,20.0,8.0,14.0,5.0,39.47,250.0,66385.5,1.0
9,3.0,20.0,20.0,1.0,20.0,20.0,53.0,31.65,2650.0,66385.5,1.0
10,20.0,10.0,13.0,10.0,14.0,6.0,2.0,41.76,100.0,66385.5,1.0
11,16.0,17.0,7.0,19.0,5.0,20.0,9.0,38.32,450.0,66385.5,1.0
12,5.0,14.0,19.0,15.0,14.0,14.0,11.0,36.92,550.0,66385.5,1.0
13,19.0,3.0,10.0,4.0,2.0,3.0,14.0,36.74,700.0,66385.5,1.0
14,20.0,20.0,20.0,5.0,17.0,16.0,20.0,34.4,1000.0,66385.5,1.0
15,5.0,14.0,19.0,15.0,14.0,14.0,45.0,33.71,2250.0,66385.5,1.0
16,20.0,14.0,20.0,11.0,14.0,10.0,15.0,35.56,750.0,66385.5,1.0
17,5.0,8.0,17.0,7.0,13.0,1.0,59.0,32.5,2950.0,66385.5,1.0
18,10.0,17.0,3.0,17.0,18.0,8.0,11.0,37.35,550.0,66385.5,1.0
19,3.0,16.0,8.0,1.0,9.0,17.0,53.0,34.98,2650.0,66385.5,1.0
0,14.0,9.0,13.0,10.0,14.0,6.0,51.0,31.54,2550.0,67215.00000000001,2.0
1,14.0,9.0,13.0,10.0,14.0,6.0,51.0,31.54,2550.0,67215.00000000001,2.0
2,20.0,1.0,20.0,11.0,8.0,9.0,7.0,36.32,350.0,67215.00000000001,2.0
3,20.0,2.0,16.0,7.0,5.0,20.0,15.0,33.08,750.0,67215.00000000001,2.0
4,20.0,2.0,16.0,7.0,5.0,20.0,15.0,33.08,750.0,67215.00000000001,2.0
5,20.0,1.0,10.0,20.0,8.0,9.0,5.0,39.19,250.0,67215.00000000001,2.0
6,20.0,15.0,20.0,20.0,19.0,14.0,52.0,30.29,2600.0,67215.00000000001,2.0
7,20.0,10.0,13.0,10.0,14.0,6.0,53.0,29.99,2650.0,67215.00000000001,2.0
8,3.0,20.0,20.0,1.0,20.0,20.0,2.0,41.44,100.0,67215.00000000001,2.0
9,20.0,8.0,17.0,7.0,13.0,20.0,59.0,30.09,2950.0,67215.00000000001,2.0
10,5.0,3.0,20.0,20.0,4.0,20.0,2.0,41.57,100.0,67215.00000000001,2.0
11,5.0,3.0,20.0,20.0,4.0,20.0,2.0,41.57,100.0,67215.00000000001,2.0
12,10.0,1.0,20.0,11.0,8.0,2.0,29.0,33.13,1450.0,67215.00000000001,2.0
13,16.0,15.0,13.0,16.0,19.0,7.0,52.0,30.57,2600.0,67215.00000000001,2.0
14,20.0,2.0,16.0,7.0,20.0,20.0,15.0,34.08,750.0,67215.00000000001,2.0
15,8.0,1.0,10.0,11.0,8.0,9.0,5.0,39.42,250.0,67215.00000000001,2.0
16,19.0,3.0,10.0,4.0,2.0,3.0,14.0,36.74,700.0,67215.00000000001,2.0
17,16.0,17.0,7.0,19.0,5.0,20.0,9.0,38.32,450.0,67215.00000000001,2.0
18,5.0,14.0,19.0,15.0,14.0,14.0,11.0,36.92,550.0,67215.00000000001,2.0
19,20.0,9.0,20.0,10.0,14.0,6.0,7.0,38.85,350.0,67215.00000000001,2.0
0,14.0,9.0,13.0,10.0,14.0,6.0,51.0,31.54,2550.0,67442.0,3.0
1,14.0,9.0,13.0,10.0,14.0,6.0,51.0,31.54,2550.0,67442.0,3.0
2,20.0,1.0,20.0,11.0,8.0,9.0,7.0,36.32,350.0,67442.0,3.0
3,20.0,2.0,16.0,7.0,5.0,20.0,15.0,33.08,750.0,67442.0,3.0
4,20.0,2.0,16.0,7.0,5.0,20.0,15.0,33.08,750.0,67442.0,3.0
5,20.0,1.0,10.0,20.0,8.0,9.0,5.0,39.19,250.0,67442.0,3.0
6,20.0,15.0,20.0,20.0,19.0,14.0,52.0,30.29,2600.0,67442.0,3.0
7,20.0,10.0,13.0,10.0,14.0,6.0,53.0,29.99,2650.0,67442.0,3.0
8,20.0,10.0,13.0,10.0,14.0,6.0,53.0,29.99,2650.0,67442.0,3.0
9,10.0,1.0,19.0,15.0,14.0,14.0,11.0,35.86,550.0,67442.0,3.0
10,5.0,1.0,20.0,20.0,4.0,20.0,2.0,40.54,100.0,67442.0,3.0
11,20.0,8.0,17.0,7.0,13.0,20.0,59.0,30.09,2950.0,67442.0,3.0
12,20.0,2.0,16.0,7.0,5.0,20.0,2.0,40.97,100.0,67442.0,3.0
13,5.0,14.0,20.0,11.0,8.0,2.0,29.0,33.1,1450.0,67442.0,3.0
14,20.0,2.0,16.0,7.0,20.0,20.0,15.0,34.08,750.0,67442.0,3.0
15,16.0,15.0,13.0,16.0,19.0,7.0,52.0,30.57,2600.0,67442.0,3.0
16,16.0,15.0,13.0,16.0,19.0,7.0,52.0,30.57,2600.0,67442.0,3.0
17,20.0,2.0,16.0,7.0,20.0,20.0,14.0,35.96,700.0,67442.0,3.0
