0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
20,20,20,1,20,20,56,15.04,2800,15.9,404.03
7,1,9,20,20,20,42,15.19,2100,16.12,435.34
20,20,9,19,20,20,30,15.5,1500,16.21,477.14
7,1,9,20,20,20,27,15.8,1350,16.25,425.07
6,10,20,9,13,20,27,15.8,1350,15.2,391.62
7,1,9,20,20,20,21,15.82,1050,16.17,402.28
7,1,9,20,20,8,16,16.27,800,15.91,405.33
7,1,9,20,20,20,11,16.89,550,16.7,425.1
7,1,9,1,11,10,5,18.09,250,18.23,782.56
6,10,20,9,13,20,4,19.61,200,18.05,666.62
