idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,11,5,13,2,3,18,13,35.28,650.0,,0
1,12,19,2,17,7,2,12,36.09,600.0,,0
2,10,17,16,11,15,10,78,31.48,3900.0,,0
3,3,4,17,14,6,11,20,33.31,1000.0,,0
4,11,12,20,16,19,15,9,38.57,450.0,,0
5,5,8,13,13,16,3,22,31.52,1100.0,,0
6,9,14,12,13,8,5,11,36.57,550.0,,0
7,16,18,14,11,15,19,59,31.95,2950.0,,0
8,16,14,2,3,18,19,41,33.04,2050.0,,0
9,19,13,2,8,2,18,18,43.03,900.0,,0
10,18,6,4,19,19,7,48,33.75,2400.0,,0
11,10,14,5,18,4,19,40,211.64,2000.0,,0
12,4,18,3,19,2,20,27,224.3,1350.0,,0
13,2,19,4,8,19,2,74,183.63,3700.0,,0
14,15,10,13,12,1,15,46,1401.03,2300.0,,0
15,6,20,4,16,2,7,37,3051.31,1850.0,,0
16,15,13,18,9,5,14,71,732.39,3550.0,,0
17,12,10,8,6,8,3,74,389.34,3700.0,,0
18,14,14,3,8,3,18,55,2007.92,2750.0,,0
19,3,9,16,3,2,10,74,355992.97,3700.0,,0
0,11.0,5.0,13.0,2.0,3.0,18.0,13.0,35.28,650.0,67938.0,1.0
1,11.0,5.0,13.0,2.0,3.0,18.0,13.0,35.28,650.0,67938.0,1.0
2,12.0,19.0,2.0,17.0,7.0,2.0,12.0,36.09,600.0,67938.0,1.0
3,3.0,4.0,17.0,14.0,6.0,11.0,20.0,33.31,1000.0,67938.0,1.0
4,5.0,8.0,13.0,13.0,16.0,3.0,22.0,31.52,1100.0,67938.0,1.0
5,9.0,14.0,12.0,13.0,8.0,5.0,11.0,36.57,550.0,67938.0,1.0
6,9.0,14.0,12.0,13.0,8.0,5.0,11.0,36.57,550.0,67938.0,1.0
7,12.0,19.0,2.0,17.0,7.0,15.0,9.0,37.02,450.0,67938.0,1.0
8,20.0,20.0,20.0,8.0,20.0,20.0,64.0,29.37,3200.0,67938.0,1.0
9,20.0,12.0,9.0,18.0,4.0,20.0,1.0,42.15,50.0,67938.0,1.0
10,3.0,10.0,17.0,14.0,6.0,20.0,20.0,33.8,1000.0,67938.0,1.0
11,16.0,18.0,14.0,11.0,15.0,19.0,59.0,31.95,2950.0,67938.0,1.0
12,16.0,14.0,2.0,3.0,18.0,19.0,41.0,33.04,2050.0,67938.0,1.0
13,10.0,14.0,5.0,16.0,19.0,15.0,9.0,37.13,450.0,67938.0,1.0
14,10.0,17.0,16.0,11.0,15.0,10.0,78.0,31.48,3900.0,67938.0,1.0
15,18.0,6.0,4.0,19.0,19.0,7.0,48.0,33.75,2400.0,67938.0,1.0
16,18.0,6.0,4.0,19.0,19.0,7.0,48.0,33.75,2400.0,67938.0,1.0
17,11.0,12.0,20.0,16.0,19.0,15.0,9.0,38.57,450.0,67938.0,1.0
18,2.0,19.0,4.0,8.0,19.0,19.0,41.0,34.83,2050.0,67938.0,1.0
19,16.0,18.0,14.0,11.0,15.0,11.0,20.0,36.63,1000.0,67938.0,1.0
