0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
11,1,16,7,20,20,53,27.35,2650,36.96,57534.76
20,1,20,11,8,9,29,28.32,1450,38.01,43930.7
20,1,20,11,8,9,20,29.82,1000,39.9,56972.65
20,1,20,11,8,9,15,31.41,750,41.08,74649.2
4,1,2,20,8,9,7,33.94,350,45.59,153084.44
20,1,20,11,8,9,5,38.15,250,48.25,95284.05
1,1,20,20,4,20,2,40.37,100,50.99,121830.44
