idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,4,11,1,1,1,18,2,21.95,100.0,,0
1,4,11,17,14,17,7,39,15.71,1950.0,,0
2,10,19,16,17,13,19,5,19.76,250.0,,0
3,8,1,7,18,18,8,52,15.24,2600.0,,0
4,20,1,8,6,18,19,24,16.13,1200.0,,0
5,13,12,16,1,16,2,40,15.87,2000.0,,0
6,7,17,14,16,12,14,45,15.79,2250.0,,0
7,10,1,14,18,4,6,38,17.63,1900.0,,0
8,13,7,14,1,17,8,57,16.22,2850.0,,0
9,17,12,19,12,15,9,71,15.79,3550.0,,0
10,16,13,7,4,16,1,50,22.63,2500.0,,0
11,16,18,8,12,8,8,59,17.13,2950.0,,0
12,16,8,13,14,6,12,71,16.35,3550.0,,0
13,5,19,3,9,4,16,58,25000.62,2900.0,,0
14,1,18,18,20,20,11,59,19.96,2950.0,,0
15,20,19,19,13,6,6,65,20.06,3250.0,,0
16,12,3,15,17,4,6,67,16211.18,3350.0,,0
17,7,14,2,16,12,19,71,109.55,3550.0,,0
18,20,1,13,17,5,17,72,153.87,3600.0,,0
19,14,20,1,15,9,8,76,817.41,3800.0,,0
0,4.0,11.0,1.0,1.0,1.0,18.0,2.0,21.95,100.0,130135.5,1.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130135.5,1.0
2,20.0,1.0,14.0,20.0,18.0,19.0,24.0,15.87,1200.0,130135.5,1.0
3,10.0,19.0,16.0,17.0,13.0,20.0,5.0,19.74,250.0,130135.5,1.0
4,8.0,1.0,7.0,18.0,18.0,8.0,52.0,15.24,2600.0,130135.5,1.0
5,8.0,1.0,7.0,18.0,18.0,8.0,52.0,15.24,2600.0,130135.5,1.0
6,20.0,11.0,17.0,12.0,17.0,7.0,39.0,15.47,1950.0,130135.5,1.0
7,20.0,1.0,8.0,6.0,18.0,19.0,24.0,16.13,1200.0,130135.5,1.0
8,20.0,1.0,8.0,6.0,18.0,19.0,24.0,16.13,1200.0,130135.5,1.0
9,10.0,19.0,16.0,17.0,13.0,19.0,5.0,19.76,250.0,130135.5,1.0
10,4.0,11.0,17.0,14.0,17.0,7.0,39.0,15.71,1950.0,130135.5,1.0
11,4.0,11.0,17.0,14.0,17.0,7.0,39.0,15.71,1950.0,130135.5,1.0
12,10.0,1.0,14.0,18.0,4.0,6.0,38.0,17.63,1900.0,130135.5,1.0
13,13.0,12.0,16.0,1.0,16.0,2.0,40.0,15.87,2000.0,130135.5,1.0
14,7.0,17.0,14.0,16.0,12.0,14.0,45.0,15.79,2250.0,130135.5,1.0
15,10.0,1.0,14.0,20.0,20.0,6.0,63.0,15.71,3150.0,130135.5,1.0
16,1.0,18.0,18.0,20.0,20.0,11.0,38.0,18.73,1900.0,130135.5,1.0
17,5.0,12.0,20.0,1.0,16.0,20.0,40.0,16.77,2000.0,130135.5,1.0
18,17.0,12.0,19.0,12.0,15.0,9.0,71.0,15.79,3550.0,130135.5,1.0
19,7.0,17.0,14.0,16.0,20.0,8.0,45.0,16.43,2250.0,130135.5,1.0
0,4.0,11.0,1.0,1.0,1.0,18.0,2.0,21.95,100.0,130845.0,2.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130845.0,2.0
2,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130845.0,2.0
3,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130845.0,2.0
4,10.0,1.0,14.0,18.0,4.0,6.0,5.0,19.03,250.0,130845.0,2.0
5,20.0,11.0,20.0,20.0,1.0,18.0,2.0,23.09,100.0,130845.0,2.0
6,20.0,1.0,14.0,12.0,20.0,6.0,38.0,15.2,1900.0,130845.0,2.0
7,20.0,1.0,14.0,20.0,18.0,19.0,24.0,15.87,1200.0,130845.0,2.0
8,10.0,19.0,16.0,17.0,13.0,20.0,5.0,19.74,250.0,130845.0,2.0
9,20.0,11.0,17.0,12.0,20.0,8.0,39.0,15.23,1950.0,130845.0,2.0
10,20.0,11.0,17.0,1.0,16.0,2.0,40.0,15.22,2000.0,130845.0,2.0
11,20.0,1.0,8.0,6.0,18.0,19.0,24.0,16.13,1200.0,130845.0,2.0
12,20.0,1.0,8.0,6.0,18.0,19.0,24.0,16.13,1200.0,130845.0,2.0
13,10.0,19.0,16.0,17.0,13.0,19.0,5.0,19.76,250.0,130845.0,2.0
14,20.0,11.0,17.0,12.0,17.0,7.0,39.0,15.47,1950.0,130845.0,2.0
15,8.0,1.0,7.0,18.0,18.0,8.0,52.0,15.24,2600.0,130845.0,2.0
16,8.0,1.0,7.0,18.0,18.0,8.0,52.0,15.24,2600.0,130845.0,2.0
17,8.0,1.0,7.0,18.0,18.0,19.0,24.0,16.48,1200.0,130845.0,2.0
18,10.0,19.0,16.0,20.0,20.0,20.0,63.0,15.32,3150.0,130845.0,2.0
19,10.0,1.0,14.0,18.0,4.0,6.0,38.0,17.63,1900.0,130845.0,2.0
0,4.0,11.0,1.0,1.0,1.0,18.0,2.0,21.95,100.0,130845.0,3.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130845.0,3.0
2,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130845.0,3.0
3,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130845.0,3.0
4,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130845.0,3.0
5,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130845.0,3.0
6,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130845.0,3.0
7,10.0,1.0,14.0,18.0,4.0,6.0,5.0,19.03,250.0,130845.0,3.0
8,20.0,1.0,14.0,1.0,1.0,18.0,2.0,22.36,100.0,130845.0,3.0
9,20.0,1.0,14.0,12.0,20.0,6.0,38.0,15.2,1900.0,130845.0,3.0
10,20.0,1.0,14.0,12.0,20.0,6.0,38.0,15.2,1900.0,130845.0,3.0
11,20.0,1.0,14.0,20.0,18.0,19.0,24.0,15.87,1200.0,130845.0,3.0
12,20.0,1.0,14.0,20.0,18.0,19.0,24.0,15.87,1200.0,130845.0,3.0
13,10.0,19.0,16.0,17.0,20.0,8.0,5.0,19.28,250.0,130845.0,3.0
14,20.0,11.0,20.0,20.0,1.0,18.0,2.0,23.09,100.0,130845.0,3.0
15,20.0,11.0,20.0,20.0,1.0,18.0,2.0,23.09,100.0,130845.0,3.0
16,20.0,11.0,17.0,1.0,16.0,2.0,40.0,15.22,2000.0,130845.0,3.0
17,20.0,11.0,17.0,1.0,16.0,2.0,40.0,15.22,2000.0,130845.0,3.0
18,10.0,19.0,16.0,17.0,13.0,20.0,5.0,19.74,250.0,130845.0,3.0
19,20.0,1.0,8.0,6.0,18.0,19.0,24.0,16.13,1200.0,130845.0,3.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,4.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,4.0
2,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,4.0
3,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,4.0
4,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,4.0
5,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,4.0
6,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130974.0,4.0
7,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130974.0,4.0
8,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130974.0,4.0
9,20.0,11.0,17.0,1.0,20.0,2.0,5.0,18.97,250.0,130974.0,4.0
10,20.0,1.0,14.0,12.0,20.0,20.0,38.0,15.16,1900.0,130974.0,4.0
11,20.0,1.0,14.0,20.0,18.0,19.0,24.0,15.87,1200.0,130974.0,4.0
12,20.0,1.0,14.0,20.0,18.0,19.0,24.0,15.87,1200.0,130974.0,4.0
13,4.0,11.0,1.0,1.0,1.0,18.0,2.0,21.95,100.0,130974.0,4.0
14,4.0,11.0,1.0,1.0,1.0,18.0,2.0,21.95,100.0,130974.0,4.0
15,10.0,1.0,14.0,18.0,4.0,6.0,5.0,19.03,250.0,130974.0,4.0
16,10.0,1.0,14.0,18.0,4.0,6.0,5.0,19.03,250.0,130974.0,4.0
17,20.0,1.0,14.0,12.0,20.0,6.0,38.0,15.2,1900.0,130974.0,4.0
18,20.0,1.0,14.0,12.0,20.0,6.0,38.0,15.2,1900.0,130974.0,4.0
19,20.0,1.0,14.0,1.0,1.0,18.0,2.0,22.36,100.0,130974.0,4.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
2,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
3,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
4,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
5,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
6,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130974.0,5.0
10,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130974.0,5.0
11,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130974.0,5.0
12,20.0,1.0,8.0,6.0,20.0,19.0,24.0,15.82,1200.0,130974.0,5.0
13,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130974.0,5.0
14,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130974.0,5.0
15,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130974.0,5.0
16,20.0,11.0,17.0,1.0,20.0,2.0,5.0,18.97,250.0,130974.0,5.0
17,20.0,1.0,14.0,18.0,20.0,20.0,38.0,15.14,1900.0,130974.0,5.0
18,20.0,1.0,14.0,12.0,20.0,6.0,2.0,21.76,100.0,130974.0,5.0
19,20.0,1.0,20.0,20.0,20.0,19.0,24.0,15.86,1200.0,130974.0,5.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
2,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130988.0,6.0
3,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130988.0,6.0
4,20.0,1.0,14.0,18.0,20.0,6.0,24.0,15.8,1200.0,130988.0,6.0
5,20.0,11.0,17.0,1.0,20.0,2.0,5.0,18.97,250.0,130988.0,6.0
6,20.0,11.0,17.0,1.0,20.0,2.0,5.0,18.97,250.0,130988.0,6.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
10,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
11,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
12,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
13,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
14,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
15,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
16,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
17,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,130988.0,6.0
18,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130988.0,6.0
19,20.0,11.0,20.0,20.0,20.0,18.0,2.0,21.47,100.0,130988.0,6.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
2,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131138.5,7.0
3,20.0,1.0,14.0,20.0,20.0,6.0,24.0,15.75,1200.0,131138.5,7.0
4,20.0,11.0,17.0,1.0,20.0,2.0,5.0,18.97,250.0,131138.5,7.0
5,20.0,11.0,17.0,1.0,20.0,2.0,5.0,18.97,250.0,131138.5,7.0
6,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
10,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
11,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
12,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
13,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
14,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
15,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
16,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
17,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
18,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
19,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131138.5,7.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
2,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131309.5,8.0
3,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131309.5,8.0
4,20.0,1.0,14.0,18.0,20.0,6.0,5.0,18.79,250.0,131309.5,8.0
5,20.0,1.0,14.0,20.0,20.0,6.0,24.0,15.75,1200.0,131309.5,8.0
6,20.0,1.0,14.0,20.0,20.0,6.0,24.0,15.75,1200.0,131309.5,8.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
10,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
11,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
12,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
13,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
14,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
15,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
16,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
17,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
18,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
19,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131309.5,8.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
2,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131829.5,9.0
3,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131829.5,9.0
4,20.0,1.0,14.0,20.0,20.0,6.0,5.0,18.39,250.0,131829.5,9.0
5,5.0,1.0,20.0,20.0,20.0,20.0,24.0,15.55,1200.0,131829.5,9.0
6,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
10,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
11,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
12,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
13,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
14,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
15,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
16,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
17,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
18,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
19,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,9.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
2,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131829.5,10.0
3,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131829.5,10.0
4,20.0,1.0,14.0,20.0,20.0,6.0,5.0,18.39,250.0,131829.5,10.0
5,5.0,1.0,20.0,20.0,20.0,20.0,24.0,15.55,1200.0,131829.5,10.0
6,5.0,1.0,20.0,20.0,20.0,20.0,24.0,15.55,1200.0,131829.5,10.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
10,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
11,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
12,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
13,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
14,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
15,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
16,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
17,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
18,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
19,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131829.5,10.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
2,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131871.5,11.0
3,20.0,1.0,14.0,18.0,20.0,6.0,2.0,20.7,100.0,131871.5,11.0
4,5.0,1.0,20.0,20.0,20.0,8.0,24.0,15.49,1200.0,131871.5,11.0
5,20.0,1.0,14.0,20.0,20.0,6.0,5.0,18.39,250.0,131871.5,11.0
6,20.0,1.0,14.0,20.0,20.0,6.0,5.0,18.39,250.0,131871.5,11.0
7,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
8,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
9,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
10,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
11,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
12,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
13,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
14,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
15,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
16,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
17,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
18,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
19,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,11.0
0,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,12.0
1,20.0,1.0,14.0,18.0,20.0,6.0,38.0,15.1,1900.0,131871.5,12.0
