idx,params_1,params_2,params_3,params_4,params_5,params_6,params_7,fitness_1,fitness_2,hv,gen
0,8,12,13,5,7,2,11,17.13,550.0,,0
1,16,15,13,16,19,7,52,15.19,2600.0,,0
2,16,17,7,19,5,20,9,18.84,450.0,,0
3,19,15,10,18,12,14,18,16.41,900.0,,0
4,10,17,3,17,18,8,45,15.6,2250.0,,0
5,8,1,10,11,8,9,5,19.82,250.0,,0
6,19,3,10,4,2,3,14,16.68,700.0,,0
7,17,17,12,5,17,16,20,16.13,1000.0,,0
8,5,14,19,15,14,14,11,17.19,550.0,,0
9,3,16,8,1,9,17,53,15.35,2650.0,,0
10,14,9,13,10,14,6,51,15.93,2550.0,,0
11,20,13,4,2,11,8,12,18.33,600.0,,0
12,4,6,1,7,6,10,15,17.66,750.0,,0
13,20,3,7,1,5,11,50,17.21,2500.0,,0
14,17,20,7,10,5,12,68,16.99,3400.0,,0
15,1,13,11,6,19,14,30,18.57,1500.0,,0
16,6,20,4,18,11,12,64,17.49,3200.0,,0
17,16,13,4,9,4,3,50,233.17,2500.0,,0
18,18,2,16,7,5,19,59,21.5,2950.0,,0
19,5,8,17,7,13,1,59,131.6,2950.0,,0
0,8.0,12.0,13.0,5.0,7.0,2.0,11.0,17.13,550.0,131783.5,1.0
1,16.0,15.0,13.0,16.0,19.0,7.0,52.0,15.19,2600.0,131783.5,1.0
2,10.0,17.0,3.0,17.0,18.0,8.0,45.0,15.6,2250.0,131783.5,1.0
3,19.0,3.0,10.0,4.0,2.0,3.0,14.0,16.68,700.0,131783.5,1.0
4,17.0,17.0,12.0,5.0,17.0,16.0,20.0,16.13,1000.0,131783.5,1.0
5,5.0,3.0,20.0,20.0,4.0,20.0,2.0,21.39,100.0,131783.5,1.0
6,20.0,12.0,20.0,20.0,12.0,14.0,18.0,16.37,900.0,131783.5,1.0
7,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,131783.5,1.0
8,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,131783.5,1.0
9,3.0,16.0,8.0,1.0,9.0,17.0,53.0,15.35,2650.0,131783.5,1.0
10,20.0,10.0,1.0,7.0,6.0,10.0,2.0,22.25,100.0,131783.5,1.0
11,19.0,15.0,10.0,18.0,12.0,14.0,18.0,16.41,900.0,131783.5,1.0
12,14.0,9.0,13.0,10.0,14.0,6.0,51.0,15.93,2550.0,131783.5,1.0
13,8.0,1.0,10.0,11.0,8.0,9.0,5.0,19.82,250.0,131783.5,1.0
14,16.0,17.0,7.0,19.0,5.0,20.0,9.0,18.84,450.0,131783.5,1.0
15,5.0,14.0,19.0,15.0,14.0,14.0,11.0,17.19,550.0,131783.5,1.0
16,20.0,20.0,20.0,2.0,11.0,8.0,15.0,16.91,750.0,131783.5,1.0
17,20.0,17.0,20.0,19.0,5.0,20.0,7.0,18.95,350.0,131783.5,1.0
18,16.0,20.0,20.0,16.0,20.0,20.0,52.0,15.64,2600.0,131783.5,1.0
19,14.0,9.0,13.0,10.0,14.0,6.0,51.0,15.93,2550.0,131783.5,1.0
0,8.0,12.0,13.0,5.0,7.0,2.0,11.0,17.13,550.0,132065.5,2.0
1,16.0,15.0,13.0,16.0,19.0,7.0,52.0,15.19,2600.0,132065.5,2.0
2,10.0,17.0,3.0,17.0,18.0,8.0,45.0,15.6,2250.0,132065.5,2.0
3,19.0,3.0,10.0,4.0,2.0,3.0,14.0,16.68,700.0,132065.5,2.0
4,17.0,17.0,12.0,5.0,17.0,16.0,20.0,16.13,1000.0,132065.5,2.0
5,20.0,12.0,20.0,20.0,12.0,14.0,18.0,16.37,900.0,132065.5,2.0
6,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,132065.5,2.0
7,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,132065.5,2.0
8,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,132065.5,2.0
9,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,132065.5,2.0
10,10.0,12.0,20.0,20.0,12.0,2.0,29.0,16.0,1450.0,132065.5,2.0
11,20.0,17.0,20.0,17.0,18.0,8.0,7.0,18.45,350.0,132065.5,2.0
12,3.0,16.0,20.0,20.0,4.0,20.0,2.0,20.39,100.0,132065.5,2.0
13,11.0,15.0,20.0,20.0,20.0,14.0,78.0,15.34,3900.0,132065.5,2.0
14,16.0,20.0,20.0,16.0,20.0,20.0,2.0,21.22,100.0,132065.5,2.0
15,14.0,9.0,13.0,10.0,14.0,6.0,51.0,15.93,2550.0,132065.5,2.0
16,19.0,15.0,10.0,18.0,12.0,14.0,18.0,16.41,900.0,132065.5,2.0
17,20.0,12.0,13.0,20.0,19.0,7.0,52.0,15.35,2600.0,132065.5,2.0
18,8.0,1.0,10.0,11.0,8.0,9.0,5.0,19.82,250.0,132065.5,2.0
19,5.0,14.0,19.0,15.0,14.0,14.0,11.0,17.19,550.0,132065.5,2.0
0,8.0,12.0,13.0,5.0,7.0,2.0,11.0,17.13,550.0,133072.5,3.0
1,19.0,3.0,10.0,4.0,2.0,3.0,14.0,16.68,700.0,133072.5,3.0
2,17.0,17.0,12.0,5.0,17.0,16.0,20.0,16.13,1000.0,133072.5,3.0
3,20.0,12.0,20.0,20.0,12.0,14.0,18.0,16.37,900.0,133072.5,3.0
4,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,133072.5,3.0
5,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,133072.5,3.0
6,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,133072.5,3.0
7,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,133072.5,3.0
8,3.0,16.0,20.0,20.0,4.0,20.0,2.0,20.39,100.0,133072.5,3.0
9,20.0,17.0,20.0,17.0,20.0,8.0,7.0,18.04,350.0,133072.5,3.0
10,10.0,16.0,8.0,1.0,9.0,2.0,29.0,15.22,1450.0,133072.5,3.0
11,3.0,16.0,13.0,20.0,19.0,7.0,52.0,15.07,2600.0,133072.5,3.0
12,16.0,20.0,20.0,16.0,20.0,20.0,2.0,21.22,100.0,133072.5,3.0
13,16.0,20.0,20.0,16.0,20.0,20.0,2.0,21.22,100.0,133072.5,3.0
14,16.0,15.0,13.0,16.0,19.0,7.0,52.0,15.19,2600.0,133072.5,3.0
15,16.0,20.0,20.0,16.0,20.0,20.0,29.0,15.91,1450.0,133072.5,3.0
16,10.0,17.0,3.0,17.0,18.0,8.0,45.0,15.6,2250.0,133072.5,3.0
17,19.0,15.0,10.0,18.0,12.0,14.0,18.0,16.41,900.0,133072.5,3.0
18,8.0,1.0,10.0,11.0,8.0,9.0,5.0,19.82,250.0,133072.5,3.0
19,5.0,14.0,19.0,15.0,14.0,14.0,11.0,17.19,550.0,133072.5,3.0
0,19.0,3.0,10.0,4.0,2.0,3.0,14.0,16.68,700.0,133077.0,4.0
1,17.0,17.0,12.0,5.0,17.0,16.0,20.0,16.13,1000.0,133077.0,4.0
2,20.0,12.0,20.0,20.0,12.0,14.0,18.0,16.37,900.0,133077.0,4.0
3,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,133077.0,4.0
4,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,133077.0,4.0
5,17.0,17.0,12.0,5.0,17.0,9.0,5.0,18.59,250.0,133077.0,4.0
6,3.0,16.0,8.0,1.0,9.0,17.0,5.0,18.59,250.0,133077.0,4.0
7,3.0,16.0,20.0,20.0,4.0,20.0,2.0,20.39,100.0,133077.0,4.0
8,3.0,16.0,20.0,20.0,4.0,20.0,2.0,20.39,100.0,133077.0,4.0
9,20.0,17.0,20.0,17.0,20.0,8.0,7.0,18.04,350.0,133077.0,4.0
10,10.0,16.0,8.0,1.0,9.0,2.0,29.0,15.22,1450.0,133077.0,4.0
11,3.0,16.0,13.0,20.0,19.0,7.0,52.0,15.07,2600.0,133077.0,4.0
12,3.0,16.0,13.0,20.0,19.0,7.0,52.0,15.07,2600.0,133077.0,4.0
13,17.0,17.0,13.0,20.0,7.0,2.0,11.0,17.1,550.0,133077.0,4.0
14,16.0,20.0,20.0,16.0,20.0,20.0,2.0,21.22,100.0,133077.0,4.0
