0,1,2,3,4,5,6,val_rmse,num_neuron,test_rmse,test_score
18,3,20,1,19,20,58,13.52,2900,16.3,465.41
20,3,20,17,20,15,46,13.78,2300,16.23,512.89
12,5,10,20,20,11,36,13.94,1800,17.13,595.43
20,15,20,20,11,20,33,13.98,1650,17.03,507.03
18,3,20,1,19,20,27,14.05,1350,17.7,635.16
18,20,20,11,10,20,11,15.19,550,17.75,562.11
18,19,20,20,11,20,3,17.22,150,19.91,804.55
